id-col,tweet_id,screen_name,tweet,polaridade,words,filtered,tf,features,label,rawPrediction,probability,prediction
1607,857602665429291008,colunadobroad,Bradesco Saúde conversa sobre parceria com a norte-americana @cigna -  https://t.co/xz90x3QcEG,0,"['bradesco', 'saúde', 'conversa', 'sobre', 'parceria', 'com', 'a', 'norte-americana', '@cigna', '-', '', 'https://t.co/xz90x3qceg']","['bradesco', 'saúde', 'conversa', 'sobre', 'parceria', 'com', 'norte-americana', '@cigna', '-', '', 'https://t.co/xz90x3qceg']","(65536,[2585,8717,29938,30535,31488,40921,45531,45637,50337,52572,58496],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[2585,8717,29938,30535,31488,40921,45531,45637,50337,52572,58496],[0.0,1.9046388172999087,6.280395838960195,2.3388140312905046,5.36410510708604,0.0,1.314060803760519,5.87493073085203,0.0,1.4441139320087168,2.8791984572980396])",0.0,"[-215.54718540475582,-221.237642718708,-259.5021692702217,-310.469236622322,-310.87062160892225,-310.8591230964348,-310.8858126647739,-310.87808325077117,-310.8601573318489,-310.87145838260676,-309.7804378119768,-310.86210432526275,-310.86332544217083,-310.88045844625333,-310.8591230964348,-310.86207024717913]","[0.9966333250013286,0.0033666749986714507,8.112009674094557e-20,5.94856689868412e-42,3.9819249039331064e-42,4.027975365687718e-42,3.921892393392378e-42,3.952323780261708e-42,4.023811644422667e-42,3.9785943276234356e-42,1.1845512969696145e-41,4.015984931404132e-42,4.0110839372541944e-42,3.9429473784765016e-42,4.027975365687718e-42,4.016121790806362e-42]",0.0
1608,857670870420074496,valor_ri,"JBS publica extrato da ata da reunião do conselho de administração realizada dia 06 de Abril, às 10h30. https://t.co/od8oevybR3",0,"['jbs', 'publica', 'extrato', 'da', 'ata', 'da', 'reunião', 'do', 'conselho', 'de', 'administração', 'realizada', 'dia', '06', 'de', 'abril,', 'às', '10h30.', 'https://t.co/od8oevybr3']","['jbs', 'publica', 'extrato', 'da', 'ata', 'da', 'reunião', 'conselho', 'de', 'administração', 'realizada', 'dia', '06', 'de', 'abril,', 'às', '10h30.', 'https://t.co/od8oevybr3']","(65536,[8462,15477,18454,18552,34240,36449,37972,40049,43672,44318,46257,47558,51852,52663,56168,58375],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(65536,[8462,15477,18454,18552,34240,36449,37972,40049,43672,44318,46257,47558,51852,52663,56168,58375],[1.6903392907821515,4.958639998977875,1.9236870122706031,5.469465622743866,2.2071046859359265,0.8838735886242287,4.531195984150935,1.7586072619111544,3.4181949580307265,0.0,2.0985744442112164,2.014201019811435,1.9463784234726738,2.03547841825872,1.3210538392514897,3.39002408106403])",0.0,"[-245.67706408988204,-407.86408226083614,-415.14644686107755,-446.29490617331714,-446.1346838197066,-446.67782976802596,-446.15666452668836,-444.3318978824117,-446.67932625555176,-446.3721918923253,-444.3389252971564,-446.6821434587893,-446.68391035460013,-444.8795040885813,-446.67782976802596,-446.6820941494866]","[1.0,3.656562255712378e-71,2.514098048404214e-74,7.460676546932461e-88,8.757131996231109e-88,5.087174179275002e-88,8.566744139124136e-88,5.3125359322873065e-87,5.079566980033215e-88,6.905791318093548e-88,5.275333410821338e-87,5.065276945908119e-88,5.056335031333793e-88,3.072412525095214e-87,5.087174179275002e-88,5.065526717340333e-88]",0.0
1609,857716134757498881,valor_ri,"Bradesco vê alta de 13% no lucro ajustado no trimestre, para 4,6 bi. https://t.co/8p1ejuX3Cm",1,"['bradesco', 'vê', 'alta', 'de', '13%', 'no', 'lucro', 'ajustado', 'no', 'trimestre,', 'para', '4,6', 'bi.', 'https://t.co/8p1ejux3cm']","['bradesco', 'vê', 'alta', 'de', '13%', 'lucro', 'ajustado', 'trimestre,', 'para', '4,6', 'bi.', 'https://t.co/8p1ejux3cm']","(65536,[29126,31172,34544,36449,36543,39450,39584,40160,45682,51651,58496,64350],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[29126,31172,34544,36449,36543,39450,39584,40160,45682,51651,58496,64350],[1.9204870095399322,6.057252287645985,4.57564774672177,0.44193679431211436,3.447182494903979,2.5486963876633304,4.622167762356662,0.0,5.87493073085203,0.0,2.8791984572980396,5.720780051024772])",1.0,"[-389.75835223537666,-277.79082592777183,-353.249229808933,-429.0092704647926,-429.12917205409786,-429.39308017916676,-429.15028868703234,-429.41943612331005,-429.3945178389199,-429.24848387942757,-427.36790459172875,-429.3972242963018,-427.34063903976676,-429.2609945990423,-429.39308017916676,-429.3971769253757]","[2.361136920721128e-49,1.0,1.693680865917445e-33,2.121602290431422e-66,1.8818776177409892e-66,1.4453650020072807e-66,1.8425553371220142e-66,1.407768662547497e-66,1.4432885518873106e-66,1.670224729522182e-66,1.0952168505087929e-65,1.4393876341468616e-66,1.1254893654859404e-65,1.6494591830502658e-66,1.4453650020072807e-66,1.439455820887126e-66]",1.0
1610,857731221513809920,valor_ri,"Lucro líquido da Vale sobe 25% no trimestre e alcança R$ 7,891 bilhões. https://t.co/7gRUhrQco8",1,"['lucro', 'líquido', 'da', 'vale', 'sobe', '25%', 'no', 'trimestre', 'e', 'alcança', 'r$', '7,891', 'bilhões.', 'https://t.co/7gruhrqco8']","['lucro', 'líquido', 'da', 'vale', 'sobe', '25%', 'trimestre', 'e', 'alcança', 'r$', '7,891', 'bilhões.', 'https://t.co/7gruhrqco8']","(65536,[1725,5862,8594,15736,17222,29184,34250,34915,37144,39450,43857,46257,54373],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[1725,5862,8594,15736,17222,29184,34250,34915,37144,39450,43857,46257,54373],[3.051569683238826,0.0,0.0,4.055772287435861,1.5182219041624387,2.473733349189875,5.469465622743866,5.87493073085203,2.4196661279195992,2.5486963876633304,3.696398286527964,1.0492872221056082,0.0])",1.0,"[-311.5684363673855,-220.1000713002281,-272.31040933915864,-363.2341261716597,-363.6348027301672,-363.6213077405516,-362.25047291270903,-359.37651003210226,-360.54215479674167,-363.63578479216824,-357.9800515212336,-363.62480659765316,-363.62623973607106,-362.8934923038546,-363.6213077405516,-360.54439984996446]","[1.88709508118875e-40,1.0,2.115135972294109e-23,6.881288987239205e-63,4.60954626776234e-63,4.6721736744350457e-63,1.840199800860539e-62,3.258451038056714e-61,1.0157296041860398e-61,4.6050216296320876e-63,1.3166957237038837e-60,4.6558549714470997e-63,4.6491872658331364e-63,9.67398046432086e-63,4.6721736744350457e-63,1.0134517950228064e-61]",1.0
1611,857731944628592640,colunadobroad,Cemig coloca oferta de ações da Light em compasso de espera -  https://t.co/UIX2mvn9c5,0,"['cemig', 'coloca', 'oferta', 'de', 'ações', 'da', 'light', 'em', 'compasso', 'de', 'espera', '-', '', 'https://t.co/uix2mvn9c5']","['cemig', 'coloca', 'oferta', 'de', 'ações', 'da', 'light', 'em', 'compasso', 'de', 'espera', '-', '', 'https://t.co/uix2mvn9c5']","(65536,[4469,9059,31867,34036,36449,45531,46257,47479,47974,52572,58033,60371,62888],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[4469,9059,31867,34036,36449,45531,46257,47479,47974,52572,58033,60371,62888],[3.189353385601879,5.027632870464827,0.0,0.0,0.8838735886242287,1.314060803760519,1.0492872221056082,4.083171261623976,0.0,1.4441139320087168,1.766792846497594,5.027632870464827,5.87493073085203])",0.0,"[-226.85966950675817,-224.71667665684924,-244.27403633727928,-335.54128714813766,-335.38255178664934,-335.9298883448445,-335.3989961437123,-334.76372961481366,-335.9310079073424,-335.6197548987725,-331.86843951803365,-334.1350701839233,-335.9344373949211,-334.8766422653362,-335.9298883448445,-335.93307864311157]","[0.10498783226944039,0.8950121648586183,2.87194122957736e-09,6.626926331595172e-49,7.766941504549323e-49,4.493086580252641e-49,7.640263568409982e-49,1.4421189671792043e-48,4.488059103829836e-49,6.126804626948077e-49,2.608612682529726e-47,2.7041103516279818e-48,4.472693723631019e-49,1.288142021120272e-48,4.493086580252641e-49,4.478775134950053e-49]",1.0
1612,857936632141553664,colunadobroad,Minoritários da Usiminas recorrerão de decisão que impediu novo conselho -  https://t.co/R65dTczgKG,0,"['minoritários', 'da', 'usiminas', 'recorrerão', 'de', 'decisão', 'que', 'impediu', 'novo', 'conselho', '-', '', 'https://t.co/r65dtczgkg']","['minoritários', 'da', 'usiminas', 'recorrerão', 'de', 'decisão', 'que', 'impediu', 'novo', 'conselho', '-', '', 'https://t.co/r65dtczgkg']","(65536,[13890,26715,27727,28851,33157,36449,39210,45160,45531,46257,48164,51852,52572],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[13890,26715,27727,28851,33157,36449,39210,45160,45531,46257,48164,51852,52572],[0.0,5.268794927281715,0.0,4.055772287435861,0.0,0.44193679431211436,5.101740842618549,3.572345637857985,1.314060803760519,1.0492872221056082,3.2123429038265776,1.9463784234726738,1.4441139320087168])",0.0,"[-191.5427015885176,-215.2227663580082,-236.14123745244487,-304.10136734176353,-310.6629978544987,-310.93138847133037,-306.0587823858984,-305.14425985163854,-310.932422952696,-310.7819834784043,-308.66602570485514,-310.9343704091244,-310.93559181642644,-305.41872031981785,-310.93138847133037,-310.9343363229367]","[0.9999999999480149,5.198505879278249e-11,4.27663290654611e-20,1.3073521124019785e-49,1.8480454547760156e-52,1.4130322861799677e-52,1.846281935612124e-50,4.607550572047832e-50,1.4115712864296517e-52,1.6407327580723025e-52,1.3614027830789307e-51,1.4088249878700906e-52,1.4071052891827087e-52,3.501655715995795e-50,1.4130322861799677e-52,1.4088730101615424e-52]",0.0
1613,858751835838042112,colunadobroad,Venda da Via Varejo deve demorar ainda mais -  https://t.co/821MPHisqU,0,"['venda', 'da', 'via', 'varejo', 'deve', 'demorar', 'ainda', 'mais', '-', '', 'https://t.co/821mphisqu']","['venda', 'da', 'via', 'varejo', 'deve', 'demorar', 'ainda', 'mais', '-', '', 'https://t.co/821mphisqu']","(65536,[6779,17409,41399,45531,46257,48730,51096,52572,52987,57443,60620],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[6779,17409,41399,45531,46257,48730,51096,52572,52987,57443,60620],[5.268794927281715,3.5395558150349937,2.8383764627777843,1.314060803760519,1.0492872221056082,4.083171261623976,0.0,1.4441139320087168,0.0,3.9531181333757774,4.26549281841793])",0.0,"[-205.04436359237144,-195.68693073282253,-238.61864486872713,-314.4144295703417,-314.81576158828153,-314.8041138006311,-311.01339306809905,-313.63663695221555,-314.80516146262187,-307.7308802846392,-312.539054563812,-314.80713373215383,-314.8083707017581,-306.9871419627646,-314.8041138006311,-314.80709921166414]","[8.631396297109039e-05,0.999913686037029,2.2644146962610744e-19,2.7369377351198507e-52,1.832182103055515e-52,1.853647742043055e-52,8.209492360748822e-51,5.9573890045778695e-52,1.8517067626821548e-52,2.187225153416545e-49,1.78537699394002e-51,1.848058296913591e-52,1.8457737182418382e-52,4.6014524749463855e-49,1.853647742043055e-52,1.8481220938921247e-52]",1.0
1614,859543194123612160,valor_ri,"Marfrig publica ata da assembleia geral ordinária realizada dia 28 de Abril, às 10h00. https://t.co/X6vlV808da",0,"['marfrig', 'publica', 'ata', 'da', 'assembleia', 'geral', 'ordinária', 'realizada', 'dia', '28', 'de', 'abril,', 'às', '10h00.', 'https://t.co/x6vlv808da']","['marfrig', 'publica', 'ata', 'da', 'assembleia', 'geral', 'ordinária', 'realizada', 'dia', '28', 'de', 'abril,', 'às', '10h00.', 'https://t.co/x6vlv808da']","(65536,[4285,8462,22457,29000,36449,40049,42931,46257,46757,47558,51746,52663,56168,57134,58375],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[4285,8462,22457,29000,36449,40049,42931,46257,46757,47558,51746,52663,56168,57134,58375],[4.140329675463924,1.6903392907821515,2.732216266949394,0.0,0.44193679431211436,1.7586072619111544,4.055772287435861,1.0492872221056082,3.2358734012367716,2.014201019811435,2.7540353143440335,2.03547841825872,1.3210538392514897,3.3359568597937543,3.39002408106403])",0.0,"[-199.58603991169673,-348.9592647395528,-359.48079871903735,-383.1686206989986,-383.28913775067605,-383.5547803588374,-383.3079629020333,-382.3915931291223,-383.5560620102511,-383.4083233536087,-382.39761168650216,-383.5584747751086,-383.5599880149284,-382.6666212409674,-383.5547803588374,-383.55843254466134]","[1.0,1.3428661085214806e-65,3.618999846775054e-70,1.8668017120958064e-80,1.6548487262027839e-80,1.2687941895241162e-80,1.6239873449442145e-80,4.0602892791519575e-80,1.2671690792922788e-80,1.4689149479791698e-80,4.035925585833636e-80,1.2641153836753629e-80,1.2622039205557523e-80,3.083995850640851e-80,1.2687941895241162e-80,1.2641687689606426e-80]",0.0
1615,859756396446920704,colunadobroad,Executivos da Usiminas começam a temer demissões -  https://t.co/zHmJbnGcbI,0,"['executivos', 'da', 'usiminas', 'começam', 'a', 'temer', 'demissões', '-', '', 'https://t.co/zhmjbngcbi']","['executivos', 'da', 'usiminas', 'começam', 'temer', 'demissões', '-', '', 'https://t.co/zhmjbngcbi']","(65536,[32808,41910,43735,45160,45531,46257,52572,58212,63089],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[32808,41910,43735,45160,45531,46257,52572,58212,63089],[0.0,5.87493073085203,0.0,3.572345637857985,1.314060803760519,1.0492872221056082,1.4441139320087168,5.58724865840025,5.58724865840025])",0.0,"[-195.6601860478903,-202.0240905511403,-215.6839443303564,-277.51785822756716,-277.91968562354884,-277.90943389986114,-277.93322950648906,-276.73965505036296,-277.9103559926713,-277.9204316654923,-275.6414829966961,-277.9120918727274,-277.9131805833885,-277.17560062275214,-277.90943389986114,-277.91206148974544]","[0.998280332777855,0.0017196652128448706,2.009300008488809e-09,2.8113646908541353e-36,1.8810735001209825e-36,1.9004569329162727e-36,1.8557682135782368e-36,6.121904235788194e-36,1.8987053429307376e-36,1.879670663743646e-36,1.835762925724751e-35,1.895412277204079e-36,1.8933498445505894e-36,3.9587472546312596e-36,1.9004569329162727e-36,1.8954698663559408e-36]",0.0
1616,859812329575383040,colunadobroad,"Em meio à reforma da Previdência, Bradesco aposta em plano popular -  https://t.co/CNHwx3z0SQ",0,"['em', 'meio', 'à', 'reforma', 'da', 'previdência,', 'bradesco', 'aposta', 'em', 'plano', 'popular', '-', '', 'https://t.co/cnhwx3z0sq']","['em', 'meio', 'à', 'reforma', 'da', 'previdência,', 'bradesco', 'aposta', 'em', 'plano', 'popular', '-', '', 'https://t.co/cnhwx3z0sq']","(65536,[12180,15360,18922,20219,40729,45531,46257,52572,54110,58033,58496,59512,64953],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0])","(65536,[12180,15360,18922,20219,40729,45531,46257,52572,54110,58033,58496,59512,64953],[5.181783550292085,5.181783550292085,6.280395838960195,0.0,3.5078071167204135,1.314060803760519,1.0492872221056082,1.4441139320087168,5.469465622743866,3.533585692995188,2.8791984572980396,4.622167762356662,0.0])",0.0,"[-309.1300298028885,-317.3642749702455,-372.5486580734971,-455.3543153764978,-455.75375511767277,-455.73677455550404,-455.7761886862392,-449.2959971681694,-455.7383018746911,-455.7549908329523,-449.8866703933514,-452.1450864222768,-455.74298041848874,-455.01542655621006,-455.73677455550404,-455.74112679467316]","[0.9997346631850969,0.0002653368149031081,2.867638765067057e-28,3.129568094292111e-64,2.0989878761547674e-64,2.1349342009541113e-64,2.052424333726184e-64,1.3383773339094164e-61,2.1316759638033124e-64,2.096395726673914e-64,7.413997764059929e-62,7.748806776691229e-63,2.1217261179881516e-64,4.3919961441207384e-64,2.1349342009541113e-64,2.125662647345737e-64]",0.0
1617,859815001217003520,valor_ri,"Grupo Fleury publica ata da assembleia geral ordinária e extraordinária realizada dia 12 de Abril, às 10h00. https://t.co/NKCvKDoHfG",0,"['grupo', 'fleury', 'publica', 'ata', 'da', 'assembleia', 'geral', 'ordinária', 'e', 'extraordinária', 'realizada', 'dia', '12', 'de', 'abril,', 'às', '10h00.', 'https://t.co/nkcvkdohfg']","['grupo', 'fleury', 'publica', 'ata', 'da', 'assembleia', 'geral', 'ordinária', 'e', 'extraordinária', 'realizada', 'dia', '12', 'de', 'abril,', 'às', '10h00.', 'https://t.co/nkcvkdohfg']","(65536,[8462,14039,14042,17222,22457,28415,36449,40049,46257,46757,47558,47969,51746,52663,56168,57134,58375,62754],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[8462,14039,14042,17222,22457,28415,36449,40049,46257,46757,47558,47969,51746,52663,56168,57134,58375,62754],[1.6903392907821515,4.6709579265260945,0.0,1.5182219041624387,2.732216266949394,2.6968769005040847,0.44193679431211436,1.7586072619111544,1.0492872221056082,3.2358734012367716,2.014201019811435,4.26549281841793,2.7540353143440335,2.03547841825872,1.3210538392514897,3.3359568597937543,3.39002408106403,4.622167762356662])",0.0,"[-264.75220934583876,-431.30662834024696,-451.7178781855861,-489.3932193393205,-489.51231020607725,-489.77393356993724,-488.1342868271027,-488.61737376201717,-489.7755767328767,-489.6317882988312,-487.2229314719563,-489.7786700589975,-489.78061013378215,-488.89323211089663,-489.77393356993724,-489.77861591673616]","[1.0,4.63804431780352e-73,6.336387339453803e-82,2.7520033020266642e-98,2.4430279991449928e-98,1.880645162130405e-98,9.691620364024941e-98,5.9785298738056e-98,1.8775574931640756e-98,2.1679026087910416e-98,2.4109766016137364e-97,1.871758569132771e-98,1.8681307377997486e-98,4.5372284331600474e-98,1.880645162130405e-98,1.8718599131178197e-98]",0.0
1618,859875418438062080,valor_ri,Itaú fecha trimestre com lucro acima de R$ 6 bilhões. https://t.co/y1JmRa1bGZ,1,"['itaú', 'fecha', 'trimestre', 'com', 'lucro', 'acima', 'de', 'r$', '6', 'bilhões.', 'https://t.co/y1jmra1bgz']","['itaú', 'fecha', 'trimestre', 'com', 'lucro', 'acima', 'de', 'r$', '6', 'bilhões.', 'https://t.co/y1jmra1bgz']","(65536,[1725,5069,8717,18659,34250,36449,37144,37955,39450,59823,65493],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[1725,5069,8717,18659,34250,36449,37144,37955,39450,59823,65493],[3.051569683238826,4.26549281841793,1.9046388172999087,6.280395838960195,5.469465622743866,0.44193679431211436,2.4196661279195992,2.93049175168559,2.5486963876633304,0.0,5.36410510708604])",1.0,"[-330.08637218628564,-248.33177744449193,-302.6934254335242,-391.1690274570179,-391.2894370942204,-391.55477698917133,-391.308662169767,-391.578772055943,-391.55608586816976,-391.4086447263023,-391.5849184724108,-391.55854989014654,-391.56009527744806,-391.42003477747585,-391.55477698917133,-391.55850676254977]","[3.1219837153741945e-36,1.0,2.4605729832053755e-24,9.259136984520502e-63,8.208754517878821e-63,6.295665079528559e-63,8.052447909565472e-63,6.146398172076564e-63,6.287430206126885e-63,7.286283272276553e-63,6.10873571228459e-63,6.27195691101985e-63,6.262271794009823e-63,7.203762980248731e-63,6.295665079528559e-63,6.272227411281429e-63]",1.0
1619,860177400671473669,valor_ri,"CCR publica ata da reunião do conselho de administração realizada dia 26 de Abril, às 12h00. https://t.co/V0bs4OeKni",0,"['ccr', 'publica', 'ata', 'da', 'reunião', 'do', 'conselho', 'de', 'administração', 'realizada', 'dia', '26', 'de', 'abril,', 'às', '12h00.', 'https://t.co/v0bs4oekni']","['ccr', 'publica', 'ata', 'da', 'reunião', 'conselho', 'de', 'administração', 'realizada', 'dia', '26', 'de', 'abril,', 'às', '12h00.', 'https://t.co/v0bs4oekni']","(65536,[8462,14383,18454,34202,34240,36449,40049,46257,47558,49206,51852,52663,56168,58375,62783],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[8462,14383,18454,34202,34240,36449,40049,46257,47558,49206,51852,52663,56168,58375,62783],[1.6903392907821515,0.0,1.9236870122706031,3.447182494903979,2.2071046859359265,0.8838735886242287,1.7586072619111544,1.0492872221056082,2.014201019811435,5.469465622743866,1.9463784234726738,2.03547841825872,1.3210538392514897,3.39002408106403,4.26549281841793])",0.0,"[-201.18393420534161,-344.714057571815,-344.54124776183136,-377.0360503713909,-376.87675789595386,-377.4225244073544,-369.8095475520657,-376.2589545625881,-377.4237851879445,-377.1140752640596,-376.26487511184513,-377.4261586625636,-377.4276472602998,-376.37219153054366,-377.4225244073544,-377.42611711981056]","[1.0,4.630836364898656e-63,5.504397411425205e-63,4.250072299727569e-77,4.9839785112518294e-77,2.8877046809949874e-77,5.8455666412460816e-74,9.244527948077273e-77,2.8840662131200885e-77,3.931067831499063e-77,9.189956969491791e-77,2.8772290722632594e-77,2.872949221857813e-77,8.254799884446348e-77,2.8877046809949874e-77,2.8773486027627986e-77]",0.0
1620,860267971155030017,valor_ri,Gerdau reverte passivo e lucro salta no primeiro trimestre. https://t.co/Q2BshY938A,1,"['gerdau', 'reverte', 'passivo', 'e', 'lucro', 'salta', 'no', 'primeiro', 'trimestre.', 'https://t.co/q2bshy938a']","['gerdau', 'reverte', 'passivo', 'e', 'lucro', 'salta', 'primeiro', 'trimestre.', 'https://t.co/q2bshy938a']","(65536,[452,13821,17222,37850,39450,42484,49113,59123,62466],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[452,13821,17222,37850,39450,42484,49113,59123,62466],[4.531195984150935,0.0,1.5182219041624387,4.370853334075757,2.5486963876633304,4.722251220913645,5.268794927281715,0.0,5.268794927281715])",1.0,"[-269.04550266976975,-206.5771429378405,-249.2905384311807,-319.6586319688776,-320.0598935774915,-320.0480473637621,-318.67338550901167,-320.0675808504507,-320.04911287321596,-320.0607556542098,-318.67042593462287,-320.05111874137816,-320.0523767833986,-320.07002786899864,-320.0480473637621,-320.05108363281414]","[7.418841195754079e-28,1.0,2.817137429718143e-19,7.750564029097826e-50,5.188808060705258e-50,5.250641311846376e-50,2.075966826269668e-49,5.149073198848785e-50,5.245049683385405e-50,5.184336837625933e-50,2.0821199052769327e-49,5.23453934991202e-50,5.227958219989238e-50,5.13648872472699e-50,5.250641311846376e-50,5.234723130298018e-50]",1.0
1621,860554876102868994,valor_ri,"Multiplan tem abril acima da expectativa, diz CEO. https://t.co/hj1N16hZXW",1,"['multiplan', 'tem', 'abril', 'acima', 'da', 'expectativa,', 'diz', 'ceo.', 'https://t.co/hj1n16hzxw']","['multiplan', 'tem', 'abril', 'acima', 'da', 'expectativa,', 'diz', 'ceo.', 'https://t.co/hj1n16hzxw']","(65536,[2756,5915,6921,8553,44700,46257,48708,52744,65493],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[2756,5915,6921,8553,44700,46257,48708,52744,65493],[3.492302930184448,0.0,2.9662098342876693,0.0,5.36410510708604,1.0492872221056082,0.0,5.36410510708604,5.36410510708604])",1.0,"[-202.9571058067973,-190.72685048155006,-206.14230302130463,-268.32214805772287,-268.7240989164745,-268.71419513296416,-268.7371831244198,-267.5438425571278,-268.7150859302434,-268.7248196379963,-267.54802568717514,-258.78955504512,-268.7178146552676,-267.97971625709533,-268.71419513296416,-268.7167335432999]","[4.880512087314765e-06,0.999994917580707,2.019072058266913e-07,1.998886955097373e-34,1.3372825998935136e-34,1.3505925579344367e-34,1.3198992877066956e-34,4.3531338185764415e-34,1.3493899894603705e-34,1.336319138778306e-34,4.334962127471567e-34,2.7589306081161592e-30,1.3457128944009793e-34,2.8151690239472303e-34,1.3505925579344367e-34,1.347168547436411e-34]",1.0
1622,860585060680052739,valor_ri,"Suzano Papel e Celulose publica ata da reunião do conselho de administração realizada dia 01 de Março, às 17h00. https://t.co/sJ5LKJAZLq",0,"['suzano', 'papel', 'e', 'celulose', 'publica', 'ata', 'da', 'reunião', 'do', 'conselho', 'de', 'administração', 'realizada', 'dia', '01', 'de', 'março,', 'às', '17h00.', 'https://t.co/sj5lkjazlq']","['suzano', 'papel', 'e', 'celulose', 'publica', 'ata', 'da', 'reunião', 'conselho', 'de', 'administração', 'realizada', 'dia', '01', 'de', 'março,', 'às', '17h00.', 'https://t.co/sj5lkjazlq']","(65536,[8462,10238,14145,17222,18454,20414,34240,36449,38810,40049,44990,46257,46736,47558,51852,52663,56168,62135],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[8462,10238,14145,17222,18454,20414,34240,36449,38810,40049,44990,46257,46736,47558,51852,52663,56168,62135],[1.6903392907821515,4.83347685602387,3.977810745966149,1.5182219041624387,1.9236870122706031,4.48863636973214,2.2071046859359265,0.8838735886242287,4.77631844218392,1.7586072619111544,5.36410510708604,1.0492872221056082,4.83347685602387,2.014201019811435,1.9463784234726738,2.03547841825872,1.3210538392514897,0.0])",0.0,"[-300.42495989041424,-473.5303891754401,-491.337887432516,-523.6567414480076,-523.4954804245942,-524.0356992155552,-522.1191698099475,-522.8812771310635,-524.0374589866844,-523.7332015133097,-521.4873824259963,-524.040771832824,-524.0428495863521,-522.9956600664248,-524.0356992155552,-524.0407138483198]","[1.0,6.626241711903052e-76,1.2234016009149819e-83,1.1263389016744993e-97,1.3234387810141443e-97,7.710629167069407e-98,5.241166567230253e-97,2.445957788539313e-97,7.697072156588991e-98,1.0434289922325448e-97,9.858474935940905e-97,7.671615131694757e-98,7.655691954236504e-98,2.1815897287517824e-97,7.710629167069407e-98,7.672059979391776e-98]",0.0
1623,862064815510097920,valor_ri,BR Malls publica fato relevante sobre emissão de valores mobiliários. https://t.co/GORhFcHX0E,0,"['br', 'malls', 'publica', 'fato', 'relevante', 'sobre', 'emissão', 'de', 'valores', 'mobiliários.', 'https://t.co/gorhfchx0e']","['br', 'malls', 'publica', 'fato', 'relevante', 'sobre', 'emissão', 'de', 'valores', 'mobiliários.', 'https://t.co/gorhfchx0e']","(65536,[14497,24002,28804,30535,36449,43770,47272,56168,61597,62578,64991],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[14497,24002,28804,30535,36449,43770,47272,56168,61597,62578,64991],[4.334485689904882,3.816542598370027,0.0,2.3388140312905046,0.44193679431211436,2.887566706968556,0.0,1.3210538392514897,4.111342138590672,2.887566706968556,0.0])",0.0,"[-140.2404728556678,-202.13347553046117,-216.25624666814562,-252.12045164405032,-252.24272816505007,-252.51332927259298,-252.25500248288603,-252.52864900828604,-252.51416493104315,-252.36155292636934,-252.53257320973293,-252.51573809463497,-252.5167247526521,-252.36882494503752,-252.51332927259298,-252.5157105596674]","[1.0,1.3188957534075602e-27,9.699936599168065e-34,2.577167089477912e-49,2.2805445389564965e-49,1.739874770715166e-49,2.252723501861838e-49,1.713423479810079e-49,1.7384214369906572e-49,2.025040065928961e-49,1.7067128364812296e-49,1.735688765711814e-49,1.733977079039437e-49,2.0103673515526143e-49,1.739874770715166e-49,1.7357365585036513e-49]",0.0
